id,kind,level,tag,title,count_question,g_text,g_text_vi,g_text_en,topic,q_text_1,q_point_1,q_answer_1,q_correct_1,explain_vi_1,explain_en_1,q_image_desc_1,question_feature_1,difficulty_1,distractor_trap_1,q_text_2,q_point_2,q_answer_2,q_correct_2,explain_vi_2,explain_en_2,q_image_desc_2,question_feature_2,difficulty_2,distractor_trap_2,q_text_3,q_point_3,q_answer_3,q_correct_3,explain_vi_3,explain_en_3,q_image_desc_3,question_feature_3,difficulty_3,distractor_trap_3,created_at
220003_b_20260515_174350_q0,220003_b,2,read,[35～38] 다음 글의 주제로 가장 알맞은 것을 고르십시오.,1,"최근 칭찬의 중요성이 강조되고 있지만, 구체적이지 않은 칭찬은 오히려 독이 될 수 있다. 막연하게 '잘했다'고 말하는 것보다 아이가 어떤 노력을 했는지 과정을 칭찬하는 것이 더 효과적이다. 결과만 칭찬받은 아이는 실패했을 때 더 큰 좌절감을 느끼기 때문이다. 따라서 아이의 자존감을 높이려면 결과보다 과정에 집중하여 칭찬해야 한다.","Gần đây, tầm quan trọng của lời khen đang được nhấn mạnh, nhưng những lời khen không cụ thể đôi khi lại trở thành thuốc độc. Thay vì nói một cách mơ hồ là 'con làm tốt lắm', việc khen ngợi quá trình con đã nỗ lực như thế nào sẽ hiệu quả hơn. Bởi vì những đứa trẻ chỉ được khen về kết quả sẽ cảm thấy thất vọng lớn hơn khi thất bại. Vì vậy, để nâng cao lòng tự trọng của trẻ, cần tập trung vào quá trình hơn là kết quả khi khen ngợi.","Recently, the importance of praise has been emphasized, but non-specific praise can sometimes be poisonous. Rather than vaguely saying 'good job,' it is more effective to praise the process of how the child made an effort. This is because children who are praised only for results feel greater frustration when they fail. Therefore, to increase a child's self-esteem, one should focus on the process rather than the result when praising.",psychology,,2,"아이의 자존감을 높여야 한다.
결과 중심의 칭찬이 중요하다.
아이를 자주 칭찬하는 것이 좋다.
결과보다 과정에 집중해 칭찬해야 한다.",4,"1. Phải nâng cao lòng tự trọng của trẻ. (Ý phụ/Mục đích gián tiếp)
2. Khen ngợi tập trung vào kết quả là quan trọng. (Sai - ngược với bài)
3. Nên thường xuyên khen trẻ. (Khái quát hóa quá mức)
4. Phải tập trung vào quá trình hơn là kết quả khi khen ngợi. (Đáp án đúng - luận điểm trung tâm)
--------------------
Câu cuối '결과보다 과정에 집중하여 칭찬해야 한다' tóm tắt chính xác chủ đề bài viết.","1. We should increase children's self-esteem. (Supporting point/Indirect goal)
2. Result-oriented praise is important. (Wrong - opposite of passage)
3. It is good to praise children often. (Overgeneralization)
4. One should focus on the process rather than the result when praising. (Correct Answer - central thesis)
--------------------
The last sentence 'should focus on the process rather than the result when praising' accurately summarizes the main topic.",,qf_central_thought,8,"trap_partial_truth
trap_detail_distort
trap_overgeneralize
",,,,,,,,,,,,,,,,,,,,,20260515_174350
220004_20260515_174350_q0,220004,2,read,[13～15] 다음을 순서대로 맞게 배열한 것을 고르십시오.,1,,,,economy,"(가) 그 결과 이 회사는 고객들로부터 큰 신뢰를 얻게 되었다.
(나) 제품의 결함을 발견하자마자 전 제품을 자발적으로 회수했다.
(다) 한 전자 기기 회사가 품질에 문제가 있다는 뉴스를 접했다.
(라) 당장 손해를 보더라도 안전이 가장 중요하다고 판단한 것이다.",2,"(다)-(나)-(라)-(가)
(다)-(라)-(나)-(가)
(나)-(다)-(라)-(가)
(다)-(나)-(가)-(라)",1,"Thứ tự đúng: (다) Một công ty điện tử nghe tin sản phẩm có vấn đề -> (나) Ngay khi phát hiện lỗi, họ tự nguyện thu hồi toàn bộ sản phẩm -> (라) Họ phán đoán rằng an toàn quan trọng nhất dù chịu lỗ -> (가) Kết quả là họ nhận được sự tin tưởng lớn từ khách hàng.
--------------------
Logic: Sự kiện (다) -> Hành động phản ứng (나) -> Lý do/Phán đoán (라) -> Kết quả (가).","Correct order: (다) An electronics company heard news about product problems -> (나) As soon as defects were found, they voluntarily recalled all products -> (라) They judged that safety was most important even if they took a loss -> (가) As a result, they gained great trust from customers.
--------------------
Logic: Event (다) -> Response action (나) -> Reason/Judgment (라) -> Result (가).",,qf_sentence_order,6,"
trap_order_swap
trap_order_swap
trap_order_swap",,,,,,,,,,,,,,,,,,,,,20260515_174350
220005_1_20260515_174350_q0,220005_1,2,read,[19～20] 다음을 읽고 물음에 답하십시오.,2,우리는 보통 실수를 하면 당황하고 숨기고 싶어 한다. 하지만 전문가들은 실수를 (   ) 생각하라고 조언한다. 실수를 통해 무엇이 잘못되었는지 분석하면 더 나은 해결책을 찾을 수 있기 때문이다. 실제로 많은 발명품은 우연한 실수에서 시작되었다. 실수를 두려워하지 않는 태도가 새로운 성장을 이끄는 힘이 된다.,"Chúng ta thường hoảng hốt và muốn che giấu khi mắc lỗi. Tuy nhiên, các chuyên gia khuyên rằng hãy coi lỗi lầm là (   ). Đó là vì nếu phân tích xem điều gì đã sai thông qua lỗi lầm, chúng ta có thể tìm thấy giải pháp tốt hơn. Thực tế, nhiều phát minh đã bắt đầu từ những sai sót tình cờ. Thái độ không sợ hãi lỗi lầm chính là sức mạnh dẫn đến sự phát triển mới.","We usually get flustered and want to hide it when we make a mistake. However, experts advise to think of mistakes as (   ). This is because if you analyze what went wrong through mistakes, you can find a better solution. In fact, many inventions started from accidental mistakes. An attitude of not fearing mistakes becomes the power that leads to new growth.",psychology,(   )에 들어갈 내용으로 알맞은 것을 고르십시오.,2,"창피한 일로
부끄러운 것으로
배움의 기회로
피해야 할 일로",3,"1. Việc xấu hổ (Sai)
2. Thứ đáng thẹn (Sai)
3. Cơ hội để học hỏi (Đáp án đúng - phù hợp với việc phân tích lỗi để tìm giải pháp)
4. Việc nên tránh (Sai)
--------------------
Cụm từ '실수를 통해 무엇이 잘못되었는지 분석' (phân tích lỗi để xem sai ở đâu) chỉ ra đây là một 'cơ hội học hỏi'.","1. Embarrassing matter (Wrong)
2. Shameful thing (Wrong)
3. Opportunity for learning (Correct Answer - fits with analyzing mistakes to find solutions)
4. Something to avoid (Wrong)
--------------------
The phrase 'analyze what went wrong through mistakes' points to this being a 'learning opportunity'.",,qf_fill_blank,1,"trap_synonym_swap
trap_synonym_swap

trap_wrong_inference",이 글의 내용과 같은 것을 고르십시오.,2,"실수는 성장에 전혀 도움이 되지 않는다.
사람들은 보통 실수를 자랑스럽게 생각한다.
실수를 분석하면 더 좋은 방법을 찾을 수 있다.
발명품은 완벽한 계획 하에서만 만들어진다.",3,"1. Lỗi lầm hoàn toàn không giúp ích cho sự phát triển. (Sai)
2. Mọi người thường coi lỗi lầm là điều tự hào. (Sai - thường muốn che giấu)
3. Nếu phân tích lỗi lầm có thể tìm thấy phương pháp tốt hơn. (Đúng - khớp nội dung)
4. Phát minh chỉ được tạo ra dưới một kế hoạch hoàn hảo. (Sai - nhiều cái từ sai sót tình cờ)
--------------------
Đáp án 3 khớp với câu '실수를 통해... 분석하면 더 나은 해결책을 찾을 수 있다'.","1. Mistakes do not help growth at all. (Wrong)
2. People usually think of mistakes proudly. (Wrong - usually want to hide them)
3. If you analyze mistakes, you can find a better way. (Correct - matches content)
4. Inventions are made only under perfect planning. (Wrong - many from accidental mistakes)
--------------------
Answer 3 matches the sentence 'if you analyze what went wrong... you can find a better solution'.",,qf_content_match,1,"trap_neg_없안
trap_detail_distort

trap_wrong_inference",,,,,,,,,,,20260515_174350
220005_2_20260515_174350_q0,220005_2,2,read,[23～24] 다음 글을 읽고 물음에 답하십시오.,2,과거에는 종이 책만 읽었지만 요즘은 전자책을 이용하는 사람들이 많아졌다. 전자책은 가볍고 많은 책을 한꺼번에 담을 수 있어 편리하다. 또한 언제 어디서든 스마트 기기만 있으면 책을 읽을 수 있다는 장점이 있다. 하지만 종이 책 특유의 질감과 넘기는 소리를 그리워하는 독자들도 여전히 많다. 종이 책은 전자책이 줄 수 없는 아날로그적인 감성을 (   ).,"Trước đây người ta chỉ đọc sách giấy nhưng dạo này số người sử dụng sách điện tử đã tăng lên. Sách điện tử nhẹ và tiện lợi vì có thể chứa nhiều cuốn sách cùng một lúc. Ngoài ra, nó có ưu điểm là có thể đọc sách ở bất cứ đâu, bất cứ khi nào chỉ cần có thiết bị thông minh. Tuy nhiên, vẫn còn nhiều độc giả nhớ kết cấu đặc trưng và tiếng lật trang của sách giấy. Sách giấy (   ) cảm xúc analog mà sách điện tử không thể mang lại.","In the past, people only read paper books, but these days the number of people using e-books has increased. E-books are lightweight and convenient because they can hold many books at once. Additionally, they have the advantage of allowing one to read books anywhere, anytime as long as they have a smart device. However, there are still many readers who miss the unique texture and sound of flipping pages of paper books. Paper books (   ) analog emotions that e-books cannot provide.",society,(   )에 들어갈 내용으로 알맞은 것을 고르십시오.,2,"무시하기 때문이다
제공해 주기 때문이다
필요 없기 때문이다
가져다주기 힘들기 때문이다",2,"1. Vì phớt lờ (Sai)
2. Vì cung cấp cho (Đáp án đúng - giải thích lý do vì sao người ta vẫn thích sách giấy)
3. Vì không cần thiết (Sai)
4. Vì khó mang lại (Sai)
--------------------
Sách giấy mang lại (제공하다) những cảm xúc đặc biệt mà người đọc yêu thích.","1. Because they ignore (Wrong)
2. Because they provide (Correct Answer - explains why people still like paper books)
3. Because they are unnecessary (Wrong)
4. Because it is hard to bring (Wrong)
--------------------
Paper books provide (제공하다) special emotions that readers love.",,qf_fill_blank,2,"trap_wrong_inference

trap_neg_없안
trap_partial_truth",이 글의 내용과 같은 것을 고르십시오.,2,"전자책은 휴대하기가 불편하다.
종이 책을 읽는 사람은 이제 없다.
전자책은 장소에 상관없이 읽을 수 있다.
독자들은 종이 책의 소리를 싫어한다.",3,"1. Sách điện tử bất tiện khi mang theo. (Sai - bài ghi nhẹ và tiện lợi)
2. Giờ đây không còn ai đọc sách giấy nữa. (Sai - vẫn còn nhiều người)
3. Sách điện tử có thể đọc bất kể địa điểm nào. (Đúng - khớp nội dung '언제 어디서든')
4. Độc giả ghét tiếng lật trang của sách giấy. (Sai - họ nhớ nó/그리워하다)
--------------------
Đáp án 3 khớp với ưu điểm '언제 어디서든... 책을 읽을 수 있다'.","1. E-books are inconvenient to carry. (Wrong - passage says lightweight and convenient)
2. No one reads paper books anymore. (Wrong - there are still many people)
3. E-books can be read regardless of the location. (Correct - matches 'anywhere, anytime')
4. Readers hate the sound of flipping paper books. (Wrong - they miss it/그리워하다)
--------------------
Answer 3 matches the advantage 'can read books anywhere, anytime'.",,qf_content_match,2,"trap_neg_없안
trap_overgeneralize

trap_detail_distort",,,,,,,,,,,20260515_174350
220006_20260515_174350_q0,220006,2,read,[25～27] 다음 신문 기사의 제목을 가장 잘 설명한 것을 고르십시오.,1,"'고공 행진' 배춧값, 식탁 물가 '비상'","Giá bắp cải 'diễu hành trên cao', giá cả bàn ăn 'báo động đỏ'","Cabbage prices 'marching high', dining table inflation 'emergency'",economy,,2,"배춧값이 많이 올라서 가계 부담이 커졌다.
배추를 높게 쌓아 두고 파는 시장이 많아졌다.
비상용 배추를 식탁 위에 준비해 두어야 한다.
식탁 물가를 낮추기 위해 배추를 많이 사야 한다.",1,"1. Giá bắp cải tăng mạnh khiến gánh nặng gia đình tăng lên. (Đáp án đúng - giải thích nghĩa bóng của '고공 행진' và '비상')
2. Có nhiều chợ xếp bắp cải cao để bán. (Hiểu theo nghĩa đen của '고공 행진')
3. Phải chuẩn bị sẵn bắp cải dự phòng khẩn cấp trên bàn ăn. (Hiểu theo nghĩa đen của '비상')
4. Phải mua nhiều bắp cải để hạ giá cả bàn ăn. (Suy luận sai)
--------------------
'고공 행진' (diễu hành trên cao) nghĩa là giá tăng liên tục ở mức cao, '비상' (khẩn cấp/báo động) nghĩa là tình hình đang trở nên nghiêm trọng.","1. Cabbage prices have risen significantly, increasing the household burden. (Correct Answer - explains metaphor of 'marching high' and 'emergency')
2. Many markets are stacking cabbages high to sell. (Literal interpretation of 'marching high')
3. Emergency cabbages should be prepared on the dining table. (Literal interpretation of 'emergency/비상')
4. One must buy a lot of cabbages to lower dining table prices. (Wrong inference)
--------------------
'고공 행진' (high altitude march) means prices are continuously rising at high levels, and '비상' (emergency/alert) means the situation is becoming serious.",,qf_headline_explain,8,"
trap_wrong_inference
trap_wrong_inference
trap_overgeneralize",,,,,,,,,,,,,,,,,,,,,20260515_174350
220007_20260515_174350_q0,220007,2,read,[39～41] 다음 글에서 <보기>의 문장이 들어가기에 가장 알맞은 곳을 고르십시오.,1,"<보기> 하지만 너무 잦은 세척은 가죽을 상하게 할 수 있으므로 주의해야 한다.

가죽 제품은 시간이 지날수록 멋스러워지지만 관리가 까다롭다. ( ㉠ ) 가죽 전용 클리너를 사용하면 먼지를 깨끗하게 제거할 수 있다. ( ㉡ ) 또한 직사광선을 피하고 통풍이 잘되는 곳에 보관하는 것이 좋다. ( ㉢ ) 이렇게 관리하면 가죽의 질감을 오랫동안 유지할 수 있다. ( ㉣ )","<보기> Tuy nhiên, cần chú ý vì việc tẩy rửa quá thường xuyên có thể làm hỏng da.

Đồ da càng để lâu càng đẹp nhưng việc bảo quản lại rất khắt khe. ( ㉠ ) Nếu sử dụng dụng cụ làm sạch chuyên dụng cho da, bạn có thể loại bỏ bụi bẩn một cách sạch sẽ. ( ㉡ ) Ngoài ra, nên tránh ánh nắng trực tiếp và bảo quản ở nơi thoáng khí. ( ㉢ ) Nếu quản lý như vậy, bạn có thể duy trì kết cấu của da trong thời gian dài. ( ㉣ )","<보기> However, one must be careful because too frequent cleaning can damage the leather.

Leather products become more stylish over time, but management is tricky. ( ㉠ ) If you use a leather-specific cleaner, you can remove dust cleanly. ( ㉡ ) In addition, it is good to avoid direct sunlight and store in a well-ventilated place. ( ㉢ ) If managed like this, you can maintain the texture of the leather for a long time. ( ㉣ )",daily_life,,2,"㉠
㉡
㉢
㉣",2,Đáp án đúng là ㉡. Câu <보기> bắt đầu bằng '하지만' (Tuy nhiên) và nói về việc '세척' (tẩy rửa). Nó phản bác/bổ sung lưu ý ngay sau câu ㉠ nói về việc dùng '전용 클리너' để làm sạch. Đưa vào vị trí ㉡ giúp mạch văn logic: Làm sạch được -> Nhưng đừng làm quá nhiều -> Ngoài ra hãy bảo quản nơi thoáng mát.,"The correct answer is ㉡. The <보기> sentence starts with 'But' (하지만) and talks about 'cleaning' (세척). It counters/adds a caution immediately after the sentence before ㉡ which talks about using a 'special cleaner' to clean. Placing it at ㉡ creates logical flow: Cleaning is possible -> But don't do it too much -> Additionally, store in a cool place.",,qf_sentence_insert,8,"trap_wrong_inference

trap_wrong_inference
trap_wrong_inference",,,,,,,,,,,,,,,,,,,,,20260515_174350
220008_1_20260515_174350_q0,220008_1,2,read,[42～43] 다음을 읽고 물음에 답하십시오.,2,"인류의 역사는 도구의 발전과 함께해 왔다. 초기에는 돌이나 나무와 같은 자연물을 그대로 사용했지만, 점차 금속을 다루는 기술이 발달하면서 문명은 비약적으로 성장했다. <b>금속 도구의 등장은 농업 생산성을 높였고 이는 인구의 증가로 이어졌다.</b> 하지만 도구의 발전이 항상 긍정적인 결과만을 가져온 것은 아니다. 전쟁 무기의 고도화는 인류에게 커다란 비극을 안겨주기도 했다. 따라서 우리는 기술의 발전보다 그 기술을 ( ㉠ ) 더 많은 고민을 해야 한다. 기술은 결국 인간의 선택에 의해 그 가치가 결정되기 때문이다.","Lịch sử nhân loại đã đồng hành cùng sự phát triển của công cụ. Ở giai đoạn đầu, con người sử dụng nguyên các vật thể tự nhiên như đá hay gỗ, nhưng khi kỹ thuật xử lý kim loại dần phát triển, nền văn minh đã tăng trưởng nhảy vọt. <b>Sự xuất hiện của công cụ kim loại đã nâng cao năng suất nông nghiệp và điều này dẫn đến sự gia tăng dân số.</b> Tuy nhiên, sự phát triển của công cụ không phải lúc nào cũng chỉ mang lại kết quả tích cực. Sự tinh vi hóa của vũ khí chiến tranh cũng đã mang lại bi kịch lớn cho nhân loại. Vì vậy, chúng ta phải suy nghĩ nhiều hơn về việc ( ㉠ ) kỹ thuật đó hơn là sự phát triển của nó. Bởi lẽ, giá trị của kỹ thuật cuối cùng sẽ được quyết định bởi sự lựa chọn của con người.","Human history has been accompanied by the development of tools. Initially, natural objects such as stones or wood were used as they were, but as techniques for handling metals gradually developed, civilization grew leaps and bounds. <b>The appearance of metal tools increased agricultural productivity, which led to an increase in population.</b> However, the development of tools has not always brought positive results. The sophistication of war weapons also brought great tragedy to mankind. Therefore, we must think more about ( ㉠ ) that technology than its development. This is because the value of technology is ultimately determined by human choice.",history,( ㉠ )에 들어갈 내용으로 알맞은 것을 고르십시오.,2,"어떻게 사용할지에 대해
얼마나 빨리 개발할지에 대해
누가 먼저 발견할지에 대해
어디에서 가르칠지에 대해",1,"1. Về việc sử dụng như thế nào (Đáp án đúng - vì bài nhấn mạnh giá trị phụ thuộc vào lựa chọn/cách dùng của con người)
2. Về việc phát triển nhanh bao nhiêu (Mâu thuẫn với ý 'hơn là sự phát triển')
3. Về việc ai sẽ phát hiện trước (Không liên quan)
4. Về việc sẽ dạy ở đâu (Không liên quan)
--------------------
Câu cuối '인간의 선택에 의해 그 가치가 결정' (giá trị quyết định bởi lựa chọn con người) là gợi ý cho 'cách sử dụng'.","1. About how to use (Correct Answer - because the passage emphasizes value depends on human choice/usage)
2. About how fast to develop (Contradicts 'rather than development')
3. About who will discover first (Irrelevant)
4. About where to teach (Irrelevant)
--------------------
The last sentence 'value determined by human choice' suggests 'how to use'.",,qf_fill_blank,3,"
trap_wrong_inference
trap_shared_noun
trap_wrong_inference",이 글에서 <b>밑줄 친 부분</b>에 나타난 태도로 알맞은 것을 고르십시오.,2,"금속의 성질을 분석하고 있다.
도구의 긍정적 측면을 설명하고 있다.
농업 기술의 한계를 지적하고 있다.
인구 증가의 원인을 부정하고 있다.",2,"Phần gạch chân (bold) nói về việc công cụ kim loại giúp tăng năng suất và tăng dân số -> đây là các tác động tích cực.
1. Đang phân tích tính chất kim loại. (Sai)
2. Đang giải thích mặt tích cực của công cụ. (Đáp án đúng)
3. Đang chỉ ra hạn chế của kỹ thuật nông nghiệp. (Sai)
4. Đang phủ nhận nguyên nhân tăng dân số. (Sai)
--------------------
Đoạn này mô tả lợi ích (긍정적 측면) của sự phát triển công cụ.","The underlined (bold) part mentions that metal tools helped increase productivity and population -> these are positive impacts.
1. Analyzing properties of metal. (Wrong)
2. Explaining positive aspects of tools. (Correct Answer)
3. Pointing out limits of agricultural technology. (Wrong)
4. Denying causes of population increase. (Wrong)
--------------------
This part describes the benefits (positive aspects) of tool development.",,qf_multi_passage,3,"trap_shared_noun

trap_detail_distort
trap_neg_없안",,,,,,,,,,,20260515_174350
220008_2_20260515_174350_q0,220008_2,2,read,[48～50] 다음을 읽고 물음에 답하십시오.,3,"최근 기업들 사이에서 'ESG 경영'이 화두다. 이는 환경(Environment), 사회(Social), 지배구조(Governance)를 중시하는 경영 방식으로, 단순한 이익 창출을 넘어 기업의 사회적 책임을 강조한다. <b>많은 소비자들은 이제 제품의 품질뿐만 아니라 기업이 환경 보호에 기여하는지, 윤리적인 경영을 하는지를 따져보고 구매를 결정한다.</b> 이러한 변화는 기업에게 위기이자 기회이다. ㉠ 사회적 가치를 실현하지 못하는 기업은 소비자들에게 외면받을 수밖에 없기 때문이다. 따라서 기업은 장기적인 성장을 위해 ( ㉡ ) 경영 전략을 세워야 한다.","Gần đây, 'Quản trị ESG' đang là chủ đề nóng giữa các doanh nghiệp. Đây là phương thức quản trị coi trọng Môi trường (Environment), Xã hội (Social) và Quản trị (Governance), nhấn mạnh trách nhiệm xã hội của doanh nghiệp thay vì chỉ tạo ra lợi nhuận đơn thuần. <b>Nhiều người tiêu dùng giờ đây không chỉ xem xét chất lượng sản phẩm mà còn cân nhắc xem doanh nghiệp có đóng góp vào việc bảo vệ môi trường hay quản trị đạo đức hay không rồi mới quyết định mua hàng.</b> Sự thay đổi này vừa là nguy cơ vừa là cơ hội đối với doanh nghiệp. ㉠ Bởi vì những doanh nghiệp không thể hiện thực hóa các giá trị xã hội sẽ không còn cách nào khác là bị người tiêu dùng quay lưng. Vì vậy, doanh nghiệp phải thiết lập chiến lược quản trị ( ㉡ ) để tăng trưởng dài hạn.","Recently, 'ESG Management' has been a hot topic among companies. This is a management method that values Environment, Social, and Governance, emphasizing corporate social responsibility beyond simple profit creation. <b>Many consumers now consider not only product quality but also whether the company contributes to environmental protection and practices ethical management before deciding to purchase.</b> This change is both a crisis and an opportunity for companies. ㉠ This is because companies that fail to realize social values have no choice but to be shunned by consumers. Therefore, companies must establish ( ㉡ ) management strategies for long-term growth.",economy,㉠에 나타난 글쓴이의 태도로 알맞은 것을 고르십시오.,2,"기업의 변화가 시급함을 강조하고 있다.
소비자의 구매 능력을 높게 평가하고 있다.
기존의 경영 방식이 효율적이라고 주장하고 있다.
정부의 규제가 강화되어야 한다고 촉구하고 있다.",1,"Câu ㉠ nói về việc doanh nghiệp sẽ bị quay lưng nếu không thực hiện giá trị xã hội -> Nhấn mạnh sự cấp thiết phải thay đổi.
1. Nhấn mạnh sự cấp bách của việc thay đổi doanh nghiệp. (Đáp án đúng)
2. Đánh giá cao năng lực mua sắm của người tiêu dùng. (Sai - bài nói về tiêu chí chọn lọc chứ không phải khả năng tài chính)
3. Chủ trương rằng phương thức quản trị cũ là hiệu quả. (Sai - ngược với bài)
4. Thúc giục phải tăng cường quy định của chính phủ. (Sai - không nhắc tới chính phủ)
--------------------
Người viết đang cảnh báo về hậu quả nếu doanh nghiệp không thay đổi.","The sentence ㉠ says companies will be shunned if they don't realize social values -> emphasizing the urgency to change.
1. Emphasizing the urgency of corporate change. (Correct Answer)
2. Highly evaluating consumers' purchasing power. (Wrong - passage is about selection criteria, not financial ability)
3. Claiming that existing management methods are efficient. (Wrong - opposite of passage)
4. Urging that government regulations should be strengthened. (Wrong - government not mentioned)
--------------------
The writer is warning about the consequences if companies do not change.",,qf_multi_passage,3,"
trap_wrong_inference
trap_neg_없안
trap_wrong_inference",( ㉡ )에 들어갈 내용으로 알맞은 것을 고르십시오.,2,"이익 극대화에만 집중하는
사회적 책임을 다하는
광고를 더 많이 하는
인건비를 절감하는",2,"1. Chỉ tập trung vào tối đa hóa lợi nhuận (Sai - ESG vượt qua cái này)
2. Hoàn thành trách nhiệm xã hội (Đáp án đúng - cốt lõi của ESG)
3. Quảng cáo nhiều hơn (Sai)
4. Tiết giảm chi phí nhân công (Sai)
--------------------
Chiến lược để tăng trưởng dài hạn trong bối cảnh này là thực hiện trách nhiệm xã hội.","1. Focusing only on profit maximization (Wrong - ESG goes beyond this)
2. Fulfilling social responsibility (Correct Answer - core of ESG)
3. Advertising more (Wrong)
4. Reducing labor costs (Wrong)
--------------------
The strategy for long-term growth in this context is fulfilling social responsibility.",,qf_fill_blank,3,"trap_shared_noun

trap_wrong_inference
trap_detail_distort",이 글의 내용과 같은 것을 고르십시오.,2,"소비자들은 이제 제품의 품질만 중요하게 생각한다.
ESG 경영은 오직 환경 보호만을 목적으로 한다.
사회적 가치 실현은 기업 성장에 방해가 된다.
소비자의 구매 기준에 윤리적 요소가 포함되기 시작했다.",4,"1. Giờ đây người tiêu dùng chỉ coi trọng chất lượng sản phẩm. (Sai - còn cả yếu tố môi trường, đạo đức)
2. Quản trị ESG chỉ có mục đích duy nhất là bảo vệ môi trường. (Sai - cả xã hội và quản trị nữa)
3. Thực hiện giá trị xã hội gây cản trở sự tăng trưởng của doanh nghiệp. (Sai - giúp tăng trưởng dài hạn)
4. Yếu tố đạo đức đã bắt đầu được bao gồm trong tiêu chuẩn mua hàng của người tiêu dùng. (Đúng - khớp đoạn bold)
--------------------
Đáp án 4 khớp với thông tin về sự thay đổi trong tiêu chí mua sắm của khách hàng.","1. Consumers now only care about product quality. (Wrong - environmental and ethical factors too)
2. ESG management aims solely for environmental protection. (Wrong - social and governance too)
3. Realizing social values hinders corporate growth. (Wrong - helps long-term growth)
4. Ethical elements have started to be included in consumers' purchasing criteria. (Correct - matches bold part)
--------------------
Answer 4 matches the information about changes in customers' shopping criteria.",,qf_content_match,3,"trap_partial_truth
trap_partial_truth
trap_neg_없안
",20260515_174350
120001_20260515_174350_q0,120001,1,read,무엇에 대한 이야기입니까? <보기>와 같이 알맞은 것을 고르십시오.,1,,,,daily_life,오빠는 경찰입니다. 언니는 의사입니다.,2,"나이
이름
장소
직업",4,"Anh trai là cảnh sát. Chị gái là bác sĩ.
1. Tuổi tác
2. Tên
3. Địa điểm
4. Nghề nghiệp (Đáp án đúng)
--------------------
경찰 (Cảnh sát), 의사 (Bác sĩ) là các danh từ chỉ nghề nghiệp.","Older brother is a police officer. Older sister is a doctor.
1. Age
2. Name
3. Place
4. Occupation (Correct Answer)
--------------------
경찰 (Police officer), 의사 (Doctor) are nouns indicating occupations.",,qf_topic_identify,2,"trap_similar_word
trap_shared_noun
trap_similar_word
",,,,,,,,,,,,,,,,,,,,,20260515_174350
120002_1_20260515_174350_q0,120002_1,1,read,[34] <보기>와 같이 (   )에 들어갈 가장 알맞은 것을 고르십시오.,1,,,,shopping_price,저는 (   )에 갑니다. 우표를 삽니다.,2,"우체국
은행
서점
약국",1,"Tôi đi đến (   ). Tôi mua tem.
1. Bưu điện (Đáp án đúng)
2. Ngân hàng
3. Hiệu sách
4. Hiệu thuốc
--------------------
우표 (Tem) thường được bán ở bưu điện (우체국).","I go to the (   ). I buy stamps.
1. Post office (Correct Answer)
2. Bank
3. Bookstore
4. Pharmacy
--------------------
Stamps (우표) are typically sold at the post office (우체국).",,qf_fill_blank,3,"
trap_shared_noun
trap_synonym_swap
trap_same_ending",,,,,,,,,,,,,,,,,,,,,20260515_174350
120002_2_20260515_174350_q0,120002_2,1,read,[35～37] <보기>와 같이 (   )에 들어갈 가장 알맞은 것을 고르십시오.,1,,,,daily_life,아침에 일어납니다. 물을 (   ).,2,"봅니다
먹습니다
마십니다
합니다",3,"Thức dậy vào buổi sáng. (Tôi) (   ) nước.
1. Xem
2. Ăn (thường dùng cho thức ăn rắn)
3. Uống (Đáp án đúng - dùng cho chất lỏng)
4. Làm
--------------------
Với '물' (nước), động từ phù hợp nhất là '마시다' (uống).","Waking up in the morning. (I) (   ) water.
1. See
2. Eat (usually for solid food)
3. Drink (Correct Answer - for liquids)
4. Do
--------------------
With '물' (water), the most appropriate verb is '마시다' (to drink).",,qf_fill_blank,3,"trap_same_ending
trap_synonym_swap

trap_same_ending",,,,,,,,,,,,,,,,,,,,,20260515_174350
120002_3_20260515_174350_q0,120002_3,1,read,[38] <보기>와 같이 (   )에 들어갈 가장 알맞은 것을 고르십시오.,1,,,,weather_season,밖이 춥습니다. (   )을 입습니다.,3,"모자
구두
장갑
코트",4,"Bên ngoài trời lạnh. (Tôi) mặc (   ).
1. Mũ
2. Giày da
3. Găng tay
4. Áo khoác (Đáp án đúng)
--------------------
Khi trời lạnh (춥다), chúng ta cần mặc áo khoác (코트). Động từ '입다' thường dùng cho quần áo.","It is cold outside. (I) put on (   ).
1. Hat
2. Shoes
3. Gloves
4. Coat (Correct Answer)
--------------------
When it's cold (춥다), we need to wear a coat (코트). The verb '입다' is used for clothing.",,qf_fill_blank,3,"trap_shared_noun
trap_similar_word
trap_shared_noun
",,,,,,,,,,,,,,,,,,,,,20260515_174350
